state,date,state_new_cases_per_100000,state_new_deaths_per_100000
Texas,7/20/2020,36.83436677,0.482298512
Mississippi,7/20/2020,34.4834019,0.516605272
Georgia,7/20/2020,33.96421535,0.205061836
Idaho,7/20/2020,31.46719203,0.162873665
Tennessee,7/20/2020,30.55492427,0.206794377
Arkansas,7/20/2020,23.64342417,0.189602439
California,7/20/2020,23.29836027,0.24593777
Utah,7/20/2020,20.31839228,0.140095676
North Carolina,7/20/2020,18.65850803,0.203617401
Oklahoma,7/20/2020,16.99179753,0.101443567
Iowa,7/20/2020,16.80169049,0.194631652
Wisconsin,7/20/2020,14.93058996,0.06388995
Kansas,7/20/2020,14.77387531,0.068692878
Missouri,7/20/2020,13.55480417,0.076949688
New Mexico,7/20/2020,13.11699294,0.204526917
North Dakota,7/20/2020,12.85584036,0.112770529
Maryland,7/20/2020,12.19413421,0.134754876
Kentucky,7/20/2020,12.02411319,0.134276191
Ohio,7/20/2020,11.38389913,0.152763005
Washington,7/20/2020,11.34805295,0.102371343
Virginia,7/20/2020,11.2924714,0.105662513
Minnesota,7/20/2020,11.03664157,0.109475337
Indiana,7/20/2020,11.03469865,0.134491394
Delaware,7/20/2020,11.00411111,0.088623714
Puerto Rico,7/20/2020,10.95856308,0.058123754
Nebraska,7/20/2020,10.72205328,0.233249087
Montana,7/20/2020,10.44897652,0.094134924
Illinois,7/20/2020,8.959769726,0.11212326
District of Columbia,7/20/2020,8.805851315,0.22370523
Colorado,7/20/2020,8.352364853,0.077754748
Oregon,7/20/2020,8.212035927,0.085222457
Alaska,7/20/2020,7.961928422,0.019372089
Michigan,7/20/2020,7.427319774,0.074316072
Wyoming,7/20/2020,7.022473647,0.115392759
South Dakota,7/20/2020,6.784716414,0.145733765
Pennsylvania,7/20/2020,6.776396322,0.127162005
West Virginia,7/20/2020,6.099285933,0.02373263
Rhode Island,7/20/2020,5.634217671,0.148624447
Massachusetts,7/20/2020,4.060847053,0.213184122
New York,7/20/2020,3.701146141,0.081143042
New Jersey,7/20/2020,2.753917972,0.248558202
Connecticut,7/20/2020,2.179245545,0.139951549
New Hampshire,7/20/2020,1.906225099,0.073721413
Maine,7/20/2020,1.63307513,0.032021081
Hawaii,7/20/2020,1.508532714,0.02011377
Vermont,7/20/2020,1.345774371,0
Northern Mariana Islands,7/20/2020,,
Virgin Islands,7/20/2020,,
Guam,7/20/2020,,
American Samoa,7/20/2020,,
Florida,7/19/2020,53.81525337,0.496326929
Arizona,7/19/2020,42.14414057,1.043793055
Louisiana,7/19/2020,41.6433603,0.389333536
Alabama,7/19/2020,39.23414275,0.485165949
Nevada,7/19/2020,38.04951465,0.254228383
South Carolina,7/19/2020,37.47798927,0.545113954
Texas,7/19/2020,36.08279737,0.467864398
Georgia,7/19/2020,35.57211743,0.232222344
Tennessee,7/19/2020,34.08942,0.215234964
Idaho,7/19/2020,32.33856614,0.138442615
Mississippi,7/19/2020,30.37926002,0.507038508
Arkansas,7/19/2020,23.04143643,0.170642195
California,7/19/2020,22.52190476,0.239798354
Utah,7/19/2020,20.93752479,0.12653803
North Carolina,7/19/2020,19.30513086,0.178853122
Oklahoma,7/19/2020,18.22723526,0.105066552
Iowa,7/19/2020,15.40305839,0.185579017
Kansas,7/19/2020,14.79350185,0.058879609
Wisconsin,7/19/2020,14.41701305,0.058975339
New Mexico,7/19/2020,13.24652666,0.177256661
Missouri,7/19/2020,13.15373307,0.102599584
North Dakota,7/19/2020,12.87463545,0.093975441
Kentucky,7/19/2020,12.05928076,0.143867347
Washington,7/19/2020,11.9243657,0.106162874
Maryland,7/19/2020,11.8726138,0.137118997
Ohio,7/19/2020,11.41445173,0.141764069
Virginia,7/19/2020,11.33775534,0.102308147
Puerto Rico,7/19/2020,10.77077865,0.049181638
Indiana,7/19/2020,10.58639401,0.13235661
Delaware,7/19/2020,10.56099254,0.088623714
Nebraska,7/19/2020,10.44807816,0.155499391
Montana,7/19/2020,10.42208083,0.10758277
Minnesota,7/19/2020,9.987715085,0.104383461
Illinois,7/19/2020,8.635733504,0.11212326
District of Columbia,7/19/2020,8.419451373,0.203368391
Oregon,7/19/2020,8.212035927,0.088631355
Colorado,7/19/2020,8.099034868,0.067721877
Alaska,7/19/2020,7.671347092,0.019372089
Michigan,7/19/2020,7.277258474,0.074316072
South Dakota,7/19/2020,6.590404727,0.145733765
Wyoming,7/19/2020,6.527933249,0.09890808
Rhode Island,7/19/2020,6.498941726,0.189158387
Pennsylvania,7/19/2020,6.235400073,0.13162383
West Virginia,7/19/2020,5.901514015,0.031643507
Massachusetts,7/19/2020,4.009103335,0.219393368
New York,7/19/2020,3.72892484,0.105997667
New Jersey,7/19/2020,2.836236172,0.290251836
Connecticut,7/19/2020,2.423161102,0.191933553
Hawaii,7/19/2020,1.619158446,0.050284424
Maine,7/19/2020,1.579706661,0.032021081
New Hampshire,7/19/2020,1.569212927,0.073721413
Vermont,7/19/2020,1.231725696,0
Northern Mariana Islands,7/19/2020,,
American Samoa,7/19/2020,,
Virgin Islands,7/19/2020,,
Guam,7/19/2020,,
Florida,7/18/2020,55.70800282,0.468157022
Arizona,7/18/2020,42.49871149,1.153351486
Alabama,7/18/2020,38.83373471,0.502702067
South Carolina,7/18/2020,36.28379633,0.517015297
Texas,7/18/2020,36.18035207,0.466868942
Louisiana,7/18/2020,36.13444404,0.32495555
Nevada,7/18/2020,35.96390032,0.254228383
Georgia,7/18/2020,34.60112927,0.234938395
Tennessee,7/18/2020,32.34854897,0.21101467
Idaho,7/18/2020,30.92156526,0.138442615
Mississippi,7/18/2020,30.74279706,0.554872329
California,7/18/2020,22.3850319,0.243770917
Arkansas,7/18/2020,22.13134472,0.180122317
Utah,7/18/2020,20.23252719,0.140095676
North Carolina,7/18/2020,19.51700302,0.185732088
Oklahoma,7/18/2020,19.12211244,0.108689536
Iowa,7/18/2020,16.54369039,0.185579017
Kansas,7/18/2020,14.74934214,0.063786243
Wisconsin,7/18/2020,14.2671174,0.065937705
New Mexico,7/18/2020,13.38287793,0.177256661
Washington,7/18/2020,12.90637229,0.130491866
North Dakota,7/18/2020,12.47993859,0.056385265
Missouri,7/18/2020,11.88756093,0.104931393
Ohio,7/18/2020,11.74075351,0.117321988
Maryland,7/18/2020,11.20356767,0.137118997
Virginia,7/18/2020,11.05431145,0.105662513
Nebraska,7/18/2020,10.98121893,0.155499391
Montana,7/18/2020,10.6775899,0.10758277
Delaware,7/18/2020,10.13264459,0.088623714
Minnesota,7/18/2020,9.926612571,0.104383461
Kentucky,7/18/2020,9.79257078,0.143867347
Indiana,7/18/2020,9.766636938,0.136626178
Puerto Rico,7/18/2020,9.331097983,0.049181638
Illinois,7/18/2020,8.623399945,0.127820517
Colorado,7/18/2020,8.018771902,0.067721877
District of Columbia,7/18/2020,7.992377753,0.203368391
Alaska,7/18/2020,7.961928422,0.019372089
Oregon,7/18/2020,7.833648219,0.085222457
Michigan,7/18/2020,7.100043225,0.072886917
Wyoming,7/18/2020,6.651568348,0.07418106
South Dakota,7/18/2020,6.606597368,0.113348484
Rhode Island,7/18/2020,6.498941726,0.189158387
Pennsylvania,7/18/2020,6.206398212,0.13162383
West Virginia,7/18/2020,5.917335769,0.031643507
New York,7/18/2020,3.85685306,0.098687484
Massachusetts,7/18/2020,3.808337706,0.225602614
New Jersey,7/18/2020,2.974680418,0.279026627
Connecticut,7/18/2020,2.423161102,0.191933553
New Hampshire,7/18/2020,1.727187383,0.052658152
Hawaii,7/18/2020,1.548760253,0.050284424
Maine,7/18/2020,1.334211707,0.053368468
Vermont,7/18/2020,1.254535431,0
Northern Mariana Islands,7/18/2020,,
Guam,7/18/2020,,
Virgin Islands,7/18/2020,,
American Samoa,7/18/2020,,
Florida,7/17/2020,55.72946561,0.471510583
Arizona,7/17/2020,43.08833505,0.997977711
Louisiana,7/17/2020,42.77763911,0.395464773
South Carolina,7/17/2020,38.32937859,0.469247579
Alabama,7/17/2020,36.77616346,0.470552517
Texas,7/17/2020,35.7607673,0.439991625
Nevada,7/17/2020,34.7775012,0.273060115
Georgia,7/17/2020,32.55865906,0.226790242
Idaho,7/17/2020,31.1414447,0.138442615
Tennessee,7/17/2020,30.1181239,0.194133497
Mississippi,7/17/2020,29.69045299,0.559655711
Arkansas,7/17/2020,23.5059624,0.189602439
California,7/17/2020,22.52587732,0.234020081
Utah,7/17/2020,19.65406762,0.12653803
North Carolina,7/17/2020,18.62548899,0.173349949
Oklahoma,7/17/2020,18.28882599,0.105066552
Iowa,7/17/2020,16.88769052,0.190105334
Kansas,7/17/2020,15.13696624,0.063786243
Wisconsin,7/17/2020,14.13933749,0.057337135
New Mexico,7/17/2020,13.00109436,0.177256661
North Dakota,7/17/2020,11.97247121,0.093975441
Nebraska,7/17/2020,11.72909696,0.18659927
Ohio,7/17/2020,11.51710847,0.097768323
Washington,7/17/2020,11.08833307,0.108374601
Virginia,7/17/2020,10.90504219,0.092245051
Missouri,7/17/2020,10.88721498,0.095604158
Minnesota,7/17/2020,10.81005308,0.101837523
Maryland,7/17/2020,10.54634213,0.132390755
Montana,7/17/2020,10.39518513,0.121030616
Delaware,7/17/2020,10.11787397,0.059082476
Indiana,7/17/2020,9.634280328,0.117413122
Kentucky,7/17/2020,9.376953998,0.121487982
Puerto Rico,7/17/2020,8.866107954,0.080479043
Illinois,7/17/2020,8.532580104,0.134547912
Oregon,7/17/2020,8.004093132,0.074995762
Alaska,7/17/2020,7.961928422,0
Colorado,7/17/2020,7.908410325,0.067721877
District of Columbia,7/17/2020,7.565304132,0.183031552
Michigan,7/17/2020,7.01429391,0.100040867
Wyoming,7/17/2020,6.898838547,0.07418106
Rhode Island,7/17/2020,6.498941726,0.189158387
West Virginia,7/17/2020,6.328701357,0.039554383
South Dakota,7/17/2020,6.282744555,0.145733765
Pennsylvania,7/17/2020,6.243208266,0.138316567
New York,7/17/2020,3.839308618,0.096494428
Massachusetts,7/17/2020,3.661385544,0.219393368
New Jersey,7/17/2020,3.083725307,0.328738267
Connecticut,7/17/2020,2.423161102,0.191933553
New Hampshire,7/17/2020,1.832503687,0.052658152
Hawaii,7/17/2020,1.770011717,0.040227539
Maine,7/17/2020,1.462296031,0.042694775
Vermont,7/17/2020,1.300154901,0
Northern Mariana Islands,7/17/2020,,
Guam,7/17/2020,,
Virgin Islands,7/17/2020,,
American Samoa,7/17/2020,,
Florida,7/16/2020,55.70733211,0.44803566
Louisiana,7/16/2020,44.19702043,0.398530392
Arizona,7/16/2020,43.70783818,0.904355051
South Carolina,7/16/2020,37.62972202,0.463627847
Alabama,7/16/2020,34.82088623,0.473475203
Texas,7/16/2020,34.49902661,0.39469837
Georgia,7/16/2020,33.35310392,0.237654446
Nevada,7/16/2020,33.00731839,0.258936316
Idaho,7/16/2020,30.1723464,0.114011565
Mississippi,7/16/2020,29.68566961,0.497471743
Tennessee,7/16/2020,29.43443637,0.181472617
Arkansas,7/16/2020,23.99418869,0.151681951
California,7/16/2020,22.47098372,0.227519523
Utah,7/16/2020,20.28675777,0.131057246
North Carolina,7/16/2020,19.33264672,0.178853122
Iowa,7/16/2020,18.5397964,0.181052699
Oklahoma,7/16/2020,17.90841262,0.101443567
Kansas,7/16/2020,14.87691463,0.058879609
Wisconsin,7/16/2020,14.05333179,0.065937705
New Mexico,7/16/2020,12.86474308,0.197709353
Ohio,7/16/2020,11.32890444,0.118544092
North Dakota,7/16/2020,11.22066768,0.075180353
Nebraska,7/16/2020,11.18855145,0.18659927
Washington,7/16/2020,10.86652849,0.126068413
Virginia,7/16/2020,10.80608841,0.117402792
Minnesota,7/16/2020,10.65220492,0.096745647
Missouri,7/16/2020,10.40686238,0.111926819
Montana,7/16/2020,10.28760236,0.134478462
Maryland,7/16/2020,9.969496697,0.139483117
Indiana,7/16/2020,9.617202056,0.119547906
Kentucky,7/16/2020,9.073234043,0.121487982
Delaware,7/16/2020,8.611270839,0.059082476
Illinois,7/16/2020,8.420456844,0.13791161
Alaska,7/16/2020,8.233137662,0
District of Columbia,7/16/2020,8.073725109,0.122021034
Colorado,7/16/2020,8.028804773,0.097820489
Oregon,7/16/2020,7.912052879,0.064769067
Puerto Rico,7/16/2020,7.654451244,0.058123754
Michigan,7/16/2020,6.825645419,0.110044953
West Virginia,7/16/2020,6.573938534,0.031643507
Wyoming,7/16/2020,6.35484411,0.07418106
Rhode Island,7/16/2020,6.323294653,0.189158387
Pennsylvania,7/16/2020,6.17181907,0.151702041
South Dakota,7/16/2020,5.796965337,0.226696968
New York,7/16/2020,3.846618802,0.119155999
New Jersey,7/16/2020,3.577634508,0.347981483
Massachusetts,7/16/2020,3.4854569,0.23181186
Connecticut,7/16/2020,2.163251082,0.163943243
Hawaii,7/16/2020,1.820296141,0.030170654
New Hampshire,7/16/2020,1.748250644,0.084253043
Vermont,7/16/2020,1.20891596,0
Maine,7/16/2020,1.19545369,0.032021081
Northern Mariana Islands,7/16/2020,,
Guam,7/16/2020,,
American Samoa,7/16/2020,,
Virgin Islands,7/16/2020,,
Florida,7/15/2020,52.33365041,0.423890026
Arizona,7/15/2020,45.29743142,0.938218566
Louisiana,7/15/2020,42.85734519,0.374005444
South Carolina,7/15/2020,37.47236954,0.320324695
Alabama,7/15/2020,35.37911934,0.447171025
Texas,7/15/2020,32.83163753,0.390716545
Georgia,7/15/2020,32.52199237,0.229506293
Nevada,7/15/2020,29.03382292,0.306015646
Idaho,7/15/2020,28.34001767,0.097724199
Tennessee,7/15/2020,27.59016815,0.206794377
Mississippi,7/15/2020,27.16482722,0.487904979
Arkansas,7/15/2020,23.94204801,0.142201829
California,7/15/2020,22.50818136,0.237270359
North Carolina,7/15/2020,19.46747446,0.174725742
Utah,7/15/2020,18.69147475,0.144614892
Oklahoma,7/15/2020,17.82508397,0.090574614
Iowa,7/15/2020,17.70695399,0.185579017
Kansas,7/15/2020,14.80331512,0.073599512
Wisconsin,7/15/2020,13.69456515,0.060203992
New Mexico,7/15/2020,12.43523655,0.204526917
Nebraska,7/15/2020,11.50695497,0.124399513
North Dakota,7/15/2020,11.16428242,0.056385265
Ohio,7/15/2020,11.15780988,0.102656739
Minnesota,7/15/2020,10.57328084,0.089107833
Missouri,7/15/2020,10.41618962,0.116590437
Virginia,7/15/2020,10.31802823,0.145914899
Maryland,7/15/2020,9.822921218,0.156031962
Montana,7/15/2020,9.749688514,0.147926308
Washington,7/15/2020,9.67788345,0.145973952
Indiana,7/15/2020,9.194514818,0.113143554
Kentucky,7/15/2020,8.81746987,0.11829093
Delaware,7/15/2020,8.685123934,0.088623714
Illinois,7/15/2020,8.152482252,0.132305447
Alaska,7/15/2020,7.923184244,0
District of Columbia,7/15/2020,7.809346201,0.142357873
Oregon,7/15/2020,7.717745678,0.07840466
Colorado,7/15/2020,7.619965292,0.100328707
Puerto Rico,7/15/2020,7.305708723,0.053652696
West Virginia,7/15/2020,6.724245192,0.02373263
South Dakota,7/15/2020,6.638982649,0.210504328
Michigan,7/15/2020,6.23397515,0.097182556
Pennsylvania,7/15/2020,6.184089088,0.161741147
Wyoming,7/15/2020,6.058119871,0.02472702
Rhode Island,7/15/2020,5.890932625,0.216181014
New York,7/15/2020,3.711380399,0.128659238
Massachusetts,7/15/2020,3.611711574,0.258718594
New Jersey,7/15/2020,3.590463319,0.484287594
Connecticut,7/15/2020,2.111269079,0.14794878
Hawaii,7/15/2020,1.991263182,0.030170654
New Hampshire,7/15/2020,1.695592492,0.084253043
Vermont,7/15/2020,1.414203576,0
Maine,7/15/2020,1.259495852,0.042694775
Northern Mariana Islands,7/15/2020,,
Guam,7/15/2020,,
Virgin Islands,7/15/2020,,
American Samoa,7/15/2020,,
Florida,7/14/2020,52.2048737,0.380964454
Arizona,7/14/2020,45.82131992,0.816708306
Louisiana,7/14/2020,42.24115589,0.386267918
South Carolina,7/14/2020,36.63221968,0.413050264
Alabama,7/14/2020,33.52321345,0.382871923
Georgia,7/14/2020,31.90409081,0.210493938
Texas,7/14/2020,31.63111739,0.372798334
Tennessee,7/14/2020,28.01008735,0.215234964
Nevada,7/14/2020,27.46608123,0.301307713
Idaho,7/14/2020,25.90505638,0.073293149
Mississippi,7/14/2020,25.48586008,0.545305565
Arkansas,7/14/2020,25.1223232,0.142201829
California,7/14/2020,22.46267745,0.244493201
Utah,7/14/2020,20.0879123,0.144614892
North Carolina,7/14/2020,18.86212543,0.171974156
Iowa,7/14/2020,16.80621681,0.113157937
Oklahoma,7/14/2020,16.37589015,0.086951629
Kansas,7/14/2020,14.85238146,0.049066341
Wisconsin,7/14/2020,13.14658596,0.063070849
New Mexico,7/14/2020,12.18298669,0.218162045
Nebraska,7/14/2020,11.22557512,0.072566383
North Dakota,7/14/2020,11.1830775,0.075180353
Ohio,7/14/2020,11.11014782,0.1209883
Minnesota,7/14/2020,10.27795203,0.086561895
Missouri,7/14/2020,10.07807735,0.109595011
Virginia,7/14/2020,9.564973179,0.161009543
Washington,7/14/2020,9.25891925,0.130491866
Maryland,7/14/2020,9.134962115,0.160760203
Indiana,7/14/2020,8.665088378,0.123817474
Kentucky,7/14/2020,8.644829053,0.105502721
Montana,7/14/2020,8.404903892,0.147926308
Delaware,7/14/2020,8.197693509,0.059082476
Illinois,7/14/2020,7.920387103,0.16369996
Alaska,7/14/2020,7.729463358,0
District of Columbia,7/14/2020,7.666988328,0.142357873
Colorado,7/14/2020,7.577325592,0.105345142
Oregon,7/14/2020,7.499576189,0.081813558
West Virginia,7/14/2020,7.13561078,0.015821753
South Dakota,7/14/2020,6.622790008,0.178119047
Puerto Rico,7/14/2020,6.29972068,0.053652696
Pennsylvania,7/14/2020,5.9877688,0.160625691
Wyoming,7/14/2020,5.959211792,0.02472702
Rhode Island,7/14/2020,5.863909998,0.216181014
Michigan,7/14/2020,5.665171365,0.107186643
Massachusetts,7/14/2020,3.708989765,0.262858092
New York,7/14/2020,3.609768842,0.120618035
New Jersey,7/14/2020,3.266535856,0.482683992
Connecticut,7/14/2020,1.987311993,0.135952933
Hawaii,7/14/2020,1.940978758,0.030170654
New Hampshire,7/14/2020,1.674529231,0.084253043
Maine,7/14/2020,1.344885401,0.042694775
Vermont,7/14/2020,1.16329649,0
Northern Mariana Islands,7/14/2020,,
Guam,7/14/2020,,
American Samoa,7/14/2020,,
Virgin Islands,7/14/2020,,
Florida,7/13/2020,50.96606851,0.334685321
Arizona,7/13/2020,44.55841,0.830652107
Louisiana,7/13/2020,41.38584836,0.389333536
South Carolina,7/13/2020,33.12269737,0.407430533
Georgia,7/13/2020,31.92446119,0.20098776
Texas,7/13/2020,31.92228832,0.380761983
Alabama,7/13/2020,31.17629624,0.341954313
Tennessee,7/13/2020,27.92779162,0.20468423
Idaho,7/13/2020,27.29762621,0.065149466
Nevada,7/13/2020,26.3926725,0.263644249
Mississippi,7/13/2020,25.94028139,0.650539972
California,7/13/2020,22.50709793,0.234020081
Arkansas,7/13/2020,22.21192576,0.14694189
Utah,7/13/2020,20.61214128,0.117499599
North Carolina,7/13/2020,17.73947814,0.133451945
Iowa,7/13/2020,17.5304276,0.144842159
Oklahoma,7/13/2020,15.88316426,0.090574614
Kansas,7/13/2020,14.75424878,0.063786243
New Mexico,7/13/2020,12.162534,0.224979609
Wisconsin,7/13/2020,11.99410954,0.071671419
North Dakota,7/13/2020,11.14548733,0.131565618
Ohio,7/13/2020,10.87305964,0.167428253
Minnesota,7/13/2020,10.70057775,0.07892408
Nebraska,7/13/2020,10.01860365,0.072566383
Missouri,7/13/2020,9.50911602,0.125917672
Virginia,7/13/2020,9.291592392,0.192876015
Washington,7/13/2020,9.046593502,0.152609132
Illinois,7/13/2020,9.043862171,0.412613598
Delaware,7/13/2020,8.655582696,0.073853095
Maryland,7/13/2020,8.565209043,0.18676553
Kentucky,7/13/2020,7.995827463,0.115093878
Montana,7/13/2020,7.988020659,0.121030616
District of Columbia,7/13/2020,7.951704075,0.142357873
Indiana,7/13/2020,7.499496298,0.136626178
Colorado,7/13/2020,7.469472232,0.090295836
Alaska,7/13/2020,7.303277409,0.019372089
Oregon,7/13/2020,6.964379161,0.074995762
West Virginia,7/13/2020,6.890373602,0.015821753
South Dakota,7/13/2020,6.784716414,0.194311687
Rhode Island,7/13/2020,6.701611427,0.324271521
Puerto Rico,7/13/2020,6.371257607,0.053652696
Pennsylvania,7/13/2020,5.833835846,0.175126621
Wyoming,7/13/2020,5.637760533,0.02472702
Michigan,7/13/2020,5.618009242,0.142915524
Massachusetts,7/13/2020,3.497875393,0.273206835
New York,7/13/2020,3.372918881,0.128659238
New Jersey,7/13/2020,3.064482091,0.530792032
Hawaii,7/13/2020,2.142116453,0.030170654
Connecticut,7/13/2020,2.135260773,0.131954317
New Hampshire,7/13/2020,1.621871079,0.094784673
Maine,7/13/2020,1.440948644,0.053368468
Vermont,7/13/2020,1.140486755,0
Northern Mariana Islands,7/13/2020,,
American Samoa,7/13/2020,,
Virgin Islands,7/13/2020,,
Guam,7/13/2020,,
Arizona,7/12/2020,48.5323931,0.820692249
Florida,7/12/2020,46.74863103,0.342733866
Louisiana,7/12/2020,39.53421485,0.392399155
South Carolina,7/12/2020,33.15922562,0.39619107
Texas,7/12/2020,32.52205066,0.367821053
Georgia,7/12/2020,29.08754613,0.194197633
Alabama,7/12/2020,28.15716115,0.333186254
Idaho,7/12/2020,25.81547586,0.073293149
Mississippi,7/12/2020,25.76807963,0.660106736
Nevada,7/12/2020,24.78726734,0.277768048
Tennessee,7/12/2020,22.46040151,0.202574084
California,7/12/2020,21.61868837,0.244854344
Arkansas,7/12/2020,21.58149765,0.161162073
Utah,7/12/2020,20.48108403,0.140095676
Iowa,7/12/2020,17.62095395,0.140315842
North Carolina,7/12/2020,17.58126192,0.136203532
Oklahoma,7/12/2020,15.59332549,0.086951629
Kansas,7/12/2020,14.22923893,0.063786243
New Mexico,7/12/2020,12.08072323,0.218162045
Wisconsin,7/12/2020,11.96953649,0.071671419
Minnesota,7/12/2020,10.55291334,0.081470019
Ohio,7/12/2020,10.3170023,0.179649294
Delaware,7/12/2020,9.9849384,0.073853095
North Dakota,7/12/2020,9.735855709,0.131565618
Kentucky,7/12/2020,9.632718171,0.127882087
Missouri,7/12/2020,9.476470697,0.095604158
Nebraska,7/12/2020,9.204083029,
Washington,7/12/2020,9.020052783,0.149765483
Illinois,7/12/2020,8.742250601,0.412613598
Virginia,7/12/2020,8.255093457,0.18952165
Maryland,7/12/2020,8.220047431,0.179673168
Puerto Rico,7/12/2020,7.770698752,0.053652696
West Virginia,7/12/2020,7.768480915,0.015821753
District of Columbia,7/12/2020,7.422946259,0.183031552
Montana,7/12/2020,7.34252404,0.080687077
Indiana,7/12/2020,7.281748327,0.14303053
Colorado,7/12/2020,7.140895717,0.099492634
South Dakota,7/12/2020,7.059991305,0.194311687
Alaska,7/12/2020,6.683370573,0.019372089
Oregon,7/12/2020,6.613262639,0.064769067
Pennsylvania,7/12/2020,6.013424292,0.168433884
Wyoming,7/12/2020,5.637760533,0.02472702
Michigan,7/12/2020,5.48081034,0.137198903
Rhode Island,7/12/2020,4.337131589,0.216181014
Massachusetts,7/12/2020,3.359202226,0.293904323
New York,7/12/2020,3.344409164,0.105266649
New Jersey,7/12/2020,3.040428072,0.503530809
Connecticut,7/12/2020,2.279210937,0.051982004
Hawaii,7/12/2020,1.981206297,0
New Hampshire,7/12/2020,1.65346597,0.105316304
Maine,7/12/2020,1.323538014,0.053368468
Vermont,7/12/2020,1.07205755,0
Northern Mariana Islands,7/12/2020,,
American Samoa,7/12/2020,,
Virgin Islands,7/12/2020,,
Guam,7/12/2020,,
Arizona,7/11/2020,50.52237261,0.665318474
Florida,7/11/2020,43.23342909,0.332002473
Louisiana,7/11/2020,41.42876702,0.3832023
South Carolina,7/11/2020,31.78801114,0.387761472
Texas,7/11/2020,30.0911467,0.341939193
Georgia,7/11/2020,28.62989157,0.188765531
Alabama,7/11/2020,26.5526063,0.312727449
Idaho,7/11/2020,25.53859063,0.073293149
Nevada,7/11/2020,24.77785147,0.291891847
California,7/11/2020,23.78698553,0.250271475
Tennessee,7/11/2020,22.92885408,0.213124817
Mississippi,7/11/2020,22.69714829,0.588356004
Arkansas,7/11/2020,22.06498387,0.156422012
Utah,7/11/2020,19.49137587,0.140095676
North Carolina,7/11/2020,16.83420618,0.125197186
Iowa,7/11/2020,16.28116398,0.122210572
Oklahoma,7/11/2020,14.96654916,0.083328645
Kansas,7/11/2020,13.6208163,0.058879609
New Mexico,7/11/2020,11.65803427,0.204526917
Wisconsin,7/11/2020,11.36258196,0.061432645
Delaware,7/11/2020,11.03365234,0.073853095
Minnesota,7/11/2020,10.0488176,0.086561895
Ohio,7/11/2020,9.81471754,0.157651421
Missouri,7/11/2020,9.380866539,0.095604158
Kentucky,7/11/2020,8.775908191,0.11829093
North Dakota,7/11/2020,8.720920944,0.131565618
Nebraska,7/11/2020,8.670942258,
Illinois,7/11/2020,8.389062331,0.398037574
Virginia,7/11/2020,7.837474954,0.18952165
Indiana,7/11/2020,7.785557358,0.147300098
Washington,7/11/2020,7.528085246,0.132703593
West Virginia,7/11/2020,7.444134971,0.015821753
Maryland,7/11/2020,7.39024109,0.174944927
District of Columbia,7/11/2020,7.199241029,0.22370523
Puerto Rico,7/11/2020,7.059800534,0.053652696
South Dakota,7/11/2020,6.898064898,0.194311687
Montana,7/11/2020,6.858401576,0.080687077
Colorado,7/11/2020,6.832384943,0.099492634
Oregon,7/11/2020,6.548493572,0.064769067
Pennsylvania,7/11/2020,5.905225042,0.165087515
Wyoming,7/11/2020,5.761395633,0.02472702
Michigan,7/11/2020,5.415069199,0.135769748
Alaska,7/11/2020,5.385440636,0.019372089
Rhode Island,7/11/2020,4.337131589,0.216181014
New York,7/11/2020,3.239142515,0.135969422
Massachusetts,7/11/2020,3.228808055,0.285625328
New Jersey,7/11/2020,3.088536111,0.538810038
Connecticut,7/11/2020,2.279210937,0.051982004
Hawaii,7/11/2020,2.021433836,0
New Hampshire,7/11/2020,1.600807818,0.126379565
Maine,7/11/2020,1.31286432,0.053368468
Vermont,7/11/2020,1.02643808,0
Northern Mariana Islands,7/11/2020,,
American Samoa,7/11/2020,,
Virgin Islands,7/11/2020,,
Guam,7/11/2020,,
Arizona,7/10/2020,49.83912639,0.5657199
Florida,7/10/2020,43.96987094,0.280357644
Louisiana,7/10/2020,34.78557195,0.312693076
South Carolina,7/10/2020,30.59100833,0.382141741
Texas,7/10/2020,29.42618199,0.323025526
Georgia,7/10/2020,28.14371847,0.146666744
Alabama,7/10/2020,25.26077889,0.286423271
Nevada,7/10/2020,24.43417236,0.240104584
Idaho,7/10/2020,23.9017103,0.065149466
Mississippi,7/10/2020,23.62034105,0.535738801
Tennessee,7/10/2020,22.86132939,0.189913203
California,7/10/2020,21.8025097,0.231130944
Arkansas,7/10/2020,19.81819496,0.151681951
Utah,7/10/2020,19.69022134,0.117499599
Iowa,7/10/2020,16.78811154,0.099578985
North Carolina,7/10/2020,16.19308653,0.107311873
Oklahoma,7/10/2020,14.57526683,0.065213722
Kansas,7/10/2020,12.97314059,0.053972975
New Mexico,7/10/2020,12.08754079,0.190891789
Wisconsin,7/10/2020,10.90060847,0.044231504
Delaware,7/10/2020,10.7677812,0.073853095
Ohio,7/10/2020,9.286768595,0.157651421
Missouri,7/10/2020,9.115040344,0.086276923
Washington,7/10/2020,8.417199318,0.136495124
Nebraska,7/10/2020,8.27108668,0.041466504
North Dakota,7/10/2020,8.138273209,0.093975441
Illinois,7/10/2020,8.015691875,0.381219085
Minnesota,7/10/2020,8.001883383,0.076378142
Virginia,7/10/2020,7.611055284,0.18952165
Kentucky,7/10/2020,7.34043177,0.111896826
Indiana,7/10/2020,7.226243942,0.14303053
Maryland,7/10/2020,6.971791738,0.18912965
South Dakota,7/10/2020,6.849486977,0.161926406
